30, Private, 398827, HS-grad, 9, Married-AF-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, United-States, <=50K
20, Private, 117222, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 15, United-States, <=50K
27, Private, 112754, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1485, 60, United-States, >50K
34, Private, 111589, 10th, 6, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, Jamaica, <=50K
59, Private, 171355, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
76, ?, 201986, 11th, 7, Widowed, ?, Other-relative, White, Female, 0, 0, 16, United-States, <=50K
30, Private, 504725, 10th, 6, Never-married, Sales, Other-relative, White, Male, 0, 0, 18, Guatemala, <=50K
39, Private, 205359, Assoc-acdm, 12, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
27, Private, 205145, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 444607, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K
35, Private, 56201, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
29, Private, 87905, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 10520, 0, 40, United-States, >50K
27, Private, 93021, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Other, Female, 0, 0, 40, United-States, <=50K
32, Private, 71540, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 136162, Assoc-voc, 11, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 301614, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 60, United-States, <=50K
27, Private, 103634, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
50, Federal-gov, 111700, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
36, Private, 62346, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
48, Private, 345831, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 191429, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 25, United-States, <=50K
54, Private, 340476, HS-grad, 9, Separated, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
51, Private, 338620, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
25, Private, 323545, HS-grad, 9, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
30, Private, 35724, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, >50K
41, Private, 41901, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1408, 40, United-States, <=50K
42, Local-gov, 121998, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
36, Self-emp-not-inc, 111957, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 52, United-States, <=50K
23, Private, 240063, Bachelors, 13, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 25, United-States, <=50K
40, Federal-gov, 189610, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 52, United-States, <=50K
69, ?, 171050, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 9, United-States, <=50K
55, Private, 205422, 10th, 6, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 40, United-States, <=50K
40, Private, 210648, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 44, United-States, >50K
40, Private, 105936, HS-grad, 9, Married-spouse-absent, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States, <=50K
54, Local-gov, 34832, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
22, Private, 370548, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
45, Private, 229967, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 13550, 0, 50, United-States, >50K
36, Private, 130620, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 0, 0, 35, Philippines, >50K
34, Private, 185556, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 12, United-States, >50K
38, Private, 40955, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, England, >50K
29, Private, 183627, 11th, 7, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 79443, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 8, United-States, <=50K
35, Private, 35330, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 195343, Doctorate, 16, Divorced, Prof-specialty, Unmarried, White, Male, 15020, 0, 50, United-States, >50K
20, Private, 79691, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 107658, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
31, Private, 306459, 1st-4th, 2, Separated, Handlers-cleaners, Unmarried, White, Male, 0, 0, 35, Honduras, <=50K
19, Private, 28119, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 4, United-States, <=50K
47, Federal-gov, 99549, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
51, Local-gov, 146325, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
64, State-gov, 264544, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 5, United-States, >50K
38, Private, 229236, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 0, 0, 40, Puerto-Rico, <=50K
20, Private, 137300, Assoc-voc, 11, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 169980, 11th, 7, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 60, United-States, <=50K
24, Private, 177287, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 30, United-States, <=50K
29, Federal-gov, 124953, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 42, United-States, >50K
43, Self-emp-inc, 34218, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 260782, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, ?, <=50K
35, Self-emp-not-inc, 319831, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
62, Private, 155094, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, >50K
20, Private, 27049, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 20, United-States, <=50K
25, Private, 231016, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 4650, 0, 37, United-States, <=50K
17, Private, 240143, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States, <=50K
22, Private, 244366, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
34, Local-gov, 105540, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2051, 40, United-States, <=50K
63, ?, 54851, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 330695, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
44, Private, 214242, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
35, Private, 334999, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
24, ?, 164574, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 120277, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, >50K
57, Private, 122497, 9th, 5, Widowed, Other-service, Unmarried, Black, Male, 0, 0, 52, ?, <=50K
32, Federal-gov, 566117, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
72, Private, 177769, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 15, United-States, <=50K
54, Private, 118793, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K
23, Private, 235894, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
48, State-gov, 201177, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, >50K
27, State-gov, 271243, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Male, 0, 0, 40, Jamaica, <=50K
25, ?, 39901, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 60, United-States, <=50K
24, Private, 308205, 7th-8th, 4, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
21, Private, 201179, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 266084, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 45, United-States, >50K
23, Private, 125525, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 42, United-States, <=50K
29, Private, 35032, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, State-gov, 176998, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, >50K
51, Private, 125796, 11th, 7, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 40, Jamaica, <=50K
57, Self-emp-inc, 282913, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Cuba, <=50K
31, Private, 162572, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 111520, 11th, 7, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Nicaragua, <=50K
39, Local-gov, 111499, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, >50K
32, Private, 27856, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
65, ?, 117963, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 45, United-States, <=50K
67, ?, 209137, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 215115, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 158218, HS-grad, 9, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 35, United-States, <=50K
31, State-gov, 440129, Some-college, 10, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
57, ?, 188877, 9th, 5, Divorced, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 174704, HS-grad, 9, Divorced, Sales, Unmarried, Black, Male, 0, 0, 50, United-States, <=50K
20, Private, 34568, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3781, 0, 35, United-States, <=50K
32, Private, 153078, Bachelors, 13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K
26, Private, 190762, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 18, United-States, <=50K
32, Private, 281540, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, <=50K
38, Private, 105017, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 266529, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
19, Private, 55284, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 25, United-States, <=50K
55, Private, 170287, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Poland, >50K
26, Private, 324854, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
27, Private, 221166, 9th, 5, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 202091, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 60, United-States, <=50K
36, Private, 29702, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
32, Self-emp-not-inc, 65278, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 134130, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
40, Self-emp-inc, 76625, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 192939, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 165799, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 113543, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Private, 157069, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
19, ?, 860348, Some-college, 10, Never-married, ?, Own-child, Black, Female, 0, 0, 25, United-States, <=50K
30, Private, 227146, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 120601, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
56, Private, 235826, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States, <=50K
40, Private, 107306, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 408717, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
19, Private, 251579, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 14, United-States, <=50K
33, Private, 178615, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 75891, Bachelors, 13, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
58, Private, 182123, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, United-States, <=50K
39, Private, 108419, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 22422, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 176580, 5th-6th, 3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
21, Private, 163870, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, State-gov, 167474, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 107882, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 209213, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, ?, <=50K
41, Private, 308296, HS-grad, 9, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 20, United-States, <=50K
32, Private, 106437, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
50, Federal-gov, 166419, 11th, 7, Never-married, Sales, Not-in-family, Black, Female, 3674, 0, 40, United-States, <=50K
23, Private, 107452, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, State-gov, 212027, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
55, Private, 239404, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 45, United-States, <=50K
28, Private, 60772, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 45, United-States, <=50K
48, Private, 141511, 10th, 6, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
34, Private, 366898, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Germany, <=50K
29, Private, 205499, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States, <=50K
21, Private, 116489, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 60, United-States, <=50K
50, Private, 140592, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 241306, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
66, Local-gov, 75134, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
30, Private, 222162, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 66, United-States, <=50K
30, Local-gov, 200892, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Self-emp-inc, 215382, Masters, 14, Separated, Prof-specialty, Not-in-family, White, Female, 4787, 0, 40, United-States, >50K
61, Private, 193479, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 24, United-States, <=50K
35, Private, 150125, Assoc-voc, 11, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
31, Private, 301637, Assoc-voc, 11, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
22, ?, 131573, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 8, United-States, <=50K
25, Private, 90291, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 218382, Some-college, 10, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
43, Private, 304175, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
49, Private, 59380, Some-college, 10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 279608, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
59, Private, 157932, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Self-emp-not-inc, 304602, Assoc-voc, 11, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 98, United-States, <=50K
19, Private, 86860, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 15, United-States, <=50K
39, Private, 403489, 11th, 7, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
32, ?, 53042, HS-grad, 9, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
35, Private, 186815, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Self-emp-not-inc, 168098, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
65, Self-emp-inc, 139272, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 60, United-States, >50K
23, Private, 77581, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 212864, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 100345, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K
24, Private, 140001, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 230229, 5th-6th, 3, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
37, Private, 219546, Bachelors, 13, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, 3411, 0, 47, United-States, <=50K
46, Private, 225065, Preschool, 1, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Mexico, <=50K
18, Private, 178142, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
60, ?, 386261, Bachelors, 13, Married-spouse-absent, ?, Unmarried, Black, Female, 0, 0, 15, United-States, <=50K
50, Private, 104729, HS-grad, 9, Divorced, Machine-op-inspct, Other-relative, White, Female, 0, 0, 48, United-States, <=50K
26, Private, 174921, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 39606, Assoc-voc, 11, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 99386, Bachelors, 13, Married-spouse-absent, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 219599, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 82946, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 294907, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
20, Federal-gov, 178517, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 160035, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3908, 0, 55, United-States, <=50K
39, Federal-gov, 227597, HS-grad, 9, Never-married, Armed-Forces, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
44, Private, 187720, Assoc-voc, 11, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
33, Local-gov, 222654, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 66, ?, <=50K
48, Federal-gov, 147397, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 36, United-States, <=50K
28, Private, 201175, 11th, 7, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
28, Private, 42881, 10th, 6, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
44, State-gov, 185832, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 46, United-States, >50K
41, Private, 132633, 11th, 7, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 25, Guatemala, <=50K
25, Private, 183575, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 106753, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K
26, Private, 37379, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
47, Private, 97842, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 184813, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, <=50K
26, Self-emp-not-inc, 68729, HS-grad, 9, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 50, United-States, >50K
44, Private, 211759, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Other, Male, 0, 0, 40, Puerto-Rico, <=50K
38, Private, 227794, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
40, Private, 103474, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 30, United-States, <=50K
47, Local-gov, 109705, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 101890, HS-grad, 9, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 185670, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
19, Private, 214678, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
35, Local-gov, 329759, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 375698, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
25, Private, 110138, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 116138, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia, <=50K
78, Private, 111189, 7th-8th, 4, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 35, Dominican-Republic, <=50K
27, Private, 207611, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
48, Self-emp-not-inc, 200471, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Private, 361494, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Private, 112607, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
29, Private, 157941, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 203126, Bachelors, 13, Divorced, Priv-house-serv, Not-in-family, White, Female, 0, 0, 12, ?, <=50K
62, Private, 185503, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
41, Local-gov, 111891, 7th-8th, 4, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
35, Self-emp-not-inc, 127930, HS-grad, 9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
32, Private, 330715, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 29361, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
28, Private, 271572, 9th, 5, Never-married, Other-service, Other-relative, White, Male, 0, 0, 52, United-States, <=50K
54, Private, 28518, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
22, Private, 288132, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
52, Private, 329733, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
37, Local-gov, 196529, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, >50K
